%Datos para crear un modelo de reconocimiento de actividades fisicas. 
%Orden supuesto: CHEST ACCX MEAN, ACCY MEAN ACCZ MEAN ACCX STD ACCY STD ACCZ STD ACCX MAX...LC ACCX MEAN... RLA....
%Orden real: 
@relation activities

%CHEST
@attribute chestAccXmean numeric
@attribute chestAccYmean numeric
@attribute chestAccZmean numeric
@attribute chestAccXstd numeric
@attribute chestAccYstd numeric
@attribute chestAccZstd numeric
@attribute chestAccXmax numeric
@attribute chestAccYmax numeric
@attribute chestAccZmax numeric
@attribute chestAccXmin numeric
@attribute chestAccYmin numeric
@attribute chestAccZmin numeric

%LC
@attribute lcAccXmean numeric
@attribute lcAccYmean numeric
@attribute lcAccZmean numeric
@attribute lcAccXstd numeric
@attribute lcAccYstd numeric
@attribute lcAccZstd numeric
@attribute lcAccXmax numeric
@attribute lcAccYmax numeric
@attribute lcAccZmax numeric
@attribute lcAccXmin numeric
@attribute lcAccYmin numeric
@attribute lcAccZmin numeric

%RLA
@attribute rlaAccXmean numeric
@attribute rlaAccYmean numeric
@attribute rlaAccZmean numeric
@attribute rlaAccXstd numeric
@attribute rlaAccYstd numeric
@attribute rlaAccZstd numeric
@attribute rlaAccXmax numeric
@attribute rlaAccYmax numeric
@attribute rlaAccZmax numeric
@attribute rlaAccXmin numeric
@attribute rlaAccYmin numeric
@attribute rlaAccZmin numeric

%CLASS ATTRIBUTE
@attribute activity {1,2,3,4,5,6,7,8,9,10,11,12}

@data
-3.9625,2.0527,-3.2405,6.46,3.5894,2.7404,8.5575,9.1748,0.34129,-9.8475,-2.4685,-7.4633,1.1835,-9.7006,0.62413,0.33231,0.21096,0.72191,1.8332,-9.0894,2.8028,-0.35723,-10.198,-0.60092,-2.2236,-9.5153,-0.23731,1.7232,2.6105,2.2401,5.2886,-5.3663,4.0245,-7.8032,-18.607,-8.3267,6
-1.3105,4.0365,-5.0102,6.2352,3.4118,2.6972,8.6218,8.7171,0.058671,-9.9344,-2.0382,-8.4752,1.0947,-9.6378,1.0733,0.41586,0.33071,0.9685,2.0421,-8.8852,3.1828,-0.12875,-10.919,-0.53883,-2.0031,-9.7457,-1.4251,1.205,3.1482,1.848,0.42044,-4.2333,2.4464,-4.9978,-16.401,-6.0823,6
-1.1092,3.8235,-4.4944,6.8005,3.7043,3.0056,9.751,9.0612,0.49214,-9.9013,-2.2,-8.5637,1.2165,-9.624,0.94385,0.41213,0.32246,0.86466,2.2076,-8.2062,3.6273,0.078238,-10.15,-0.27831,-2.2274,-10.157,-0.51112,1.0137,2.8448,1.8237,1.0402,-2.9314,4.1332,-6.1159,-15.063,-3.8577,6
-6.6993,0.94108,-2.5406,3.2882,2.7335,2.8205,2.9872,6.1935,1.1444,-10.141,-3.107,-7.6523,1.235,-9.6862,0.59636,0.20896,0.19307,0.91755,1.6481,-9.1892,2.7629,0.54925,-10.137,-0.7989,-1.9769,-8.3215,0.299,1.0993,1.6296,1.445,0.41691,-4.8733,3.8874,-4.8049,-11.385,-3.0469,6
-1.7721,2.8986,-3.8854,7.2027,3.8778,3.3145,10.219,10.284,0.83461,-9.9374,-2.8745,-9.127,1.0001,-9.6856,0.645,0.45209,0.2779,0.80036,1.8128,-8.7521,2.4174,-0.25273,-10.219,-0.46283,-2.5223,-9.8912,0.013302,1.3475,3.0372,1.8513,0.25929,-3.8986,2.8959,-5.6768,-17.575,-4.7002,6
-0.66612,4.6618,-5.2825,6.0156,2.9389,2.2834,9.2459,10.423,-0.20348,-9.4886,-1.451,-8.4966,1.1002,-9.536,1.4648,0.42978,0.35872,1.0674,2.3117,-8.6163,4.4137,-0.25974,-10.456,-1.0876,-2.2165,-9.8354,-1.0764,1.6189,2.7822,2.3524,1.9848,-5.7022,4.1959,-9.6244,-17.809,-7.5648,6
-4.7001,1.7399,-2.9489,6.1677,3.8091,2.9264,10.443,11.252,0.46153,-10.302,-2.782,-9.0926,1.2987,-9.6563,0.66651,0.26931,0.26008,0.91031,1.9962,-8.8044,2.7296,0.4254,-10.392,-0.92979,-2.4319,-9.0374,-0.12191,1.7981,2.0365,1.6261,1.8249,-5.0178,2.6758,-17.367,-16.589,-6.3618,6
-5.2782,1.277,-2.604,5.7807,3.6357,3.0328,8.9647,9.3398,0.61149,-9.788,-3.0886,-8.1384,1.0667,-9.6981,0.50912,0.40215,0.23733,0.78231,1.5981,-8.8983,2.5477,-0.16233,-10.486,-0.5061,-2.4269,-9.4378,-0.35874,1.236,2.5898,2.2893,1.2957,-5.3932,3.5175,-5.9784,-16.728,-6.6407,6
-0.68358,4.4453,-5.0839,6.2334,3.0833,2.2751,12.461,10.785,-0.10567,-9.9605,-2.1133,-10.461,1.1535,-9.6241,1.0702,0.37606,0.33459,0.88753,2.3669,-8.517,3.8834,0.2908,-10.534,-0.53946,-2.0196,-9.6375,-0.93694,2.1567,3.1125,2.0081,7.4964,-4.2359,6.2929,-15.121,-18.517,-5.1197,6
-2.5804,2.486,-3.406,7.5697,3.9244,2.6855,11.252,8.3183,0.95979,-9.8829,-3.1097,-9.347,1.2884,-9.6838,0.51705,0.39696,0.2804,0.92863,2.414,-8.4542,2.7244,0.11055,-10.33,-1.3433,-2.0723,-9.9221,-0.38622,3.2425,2.6425,3.1098,19.655,-5.5231,12.716,-21.585,-18.629,-11.942,6
-6.2519,1.1198,-2.6389,4.3174,3.0862,2.3711,6.4391,7.8406,0.045313,-9.7558,-2.2887,-7.7219,1.3379,-9.6216,0.64913,0.36209,0.36689,1.0915,2.5397,-7.7582,4.3771,-0.4159,-10.325,-0.51575,-2.0363,-8.4553,-0.047968,1.0342,1.795,2.0125,0.021573,-5.1288,3.8045,-5.2916,-13.769,-5.9489,6
-1.1248,3.6928,-4.5143,6.8087,3.8248,2.7926,9.8508,9.0101,0.092551,-10.176,-2.6073,-7.877,1.0143,-9.6003,1.0557,0.36221,0.30149,1.0926,1.6789,-8.9305,3.1679,-0.044675,-10.612,-0.52816,-1.9237,-10.069,-1.0209,1.0499,2.9024,1.8998,0.64307,-4.7638,4.8523,-5.3799,-15.768,-7.3679,6
-1.2491,4.0973,-4.9472,6.5167,3.3252,2.4958,9.9535,10.478,-0.41944,-10.123,-1.9422,-8.4266,1.1105,-9.5511,1.4127,0.37004,0.30177,0.93489,2.0289,-8.6733,3.1137,-0.010921,-10.143,-0.18783,-1.6523,-10.178,-0.59438,1.6269,3.1608,2.353,5.2058,-3.8962,5.5589,-7.1144,-18.614,-7.371,6
-5.6378,1.3433,-2.9777,5.2678,3.1734,2.6111,8.7097,7.3354,0.046631,-10.264,-2.6748,-7.5714,1.291,-9.6371,0.79729,0.30814,0.25222,0.92588,1.985,-8.8355,3.0637,-0.041662,-10.147,-0.59551,-2.4603,-8.5122,-0.21381,1.3936,2.1001,1.9469,0.035234,-3.2568,7.8943,-6.1943,-13.385,-3.382,6
-4.6069,1.7416,-3.2491,6.4898,3.6665,2.9887,11.076,8.6891,0.18299,-9.9257,-2.8405,-8.6917,1.2413,-9.6648,0.71371,0.3694,0.23142,0.93914,1.7717,-8.9616,3.1082,0.043448,-10.239,-0.46907,-2.3799,-9.755,-0.10325,2.1332,2.9502,2.9712,2.9743,-5.7314,6.8259,-20.584,-18.68,-14.952,6
-0.65032,4.0746,-4.9538,6.4667,3.1803,2.5561,10.094,9.1359,-0.013847,-10.169,-2.2508,-8.8338,1.1138,-9.5851,1.3583,0.36877,0.3328,1.0804,1.8328,-8.4756,3.9253,0.16222,-10.16,-0.38699,-1.5528,-9.72,-1.0837,1.4803,3.4515,2.4247,1.7007,-4.8082,4.4701,-8.7413,-17.265,-8.7235,6
-4.1675,4.4229,-5.0525,3.5368,3.6211,1.3517,1.2312,10.092,-2.7398,-8.6043,-0.25724,-7.0051,1.554,-9.5211,1.9939,0.86588,0.18135,0.83745,3.2912,-9.1497,3.4624,0.39385,-9.9491,0.18247,-3.7905,-8.484,0.83734,1.4,2.7953,0.94267,-0.43683,-5.3632,4.2068,-6.1774,-13.37,-0.98691,6
-3.0621,5.7677,-5.3959,3.4157,3.2731,1.091,1.5103,10.052,-2.9569,-8.6763,0.32532,-7.3741,1.7989,-9.6049,1.5593,0.757,0.25536,0.88135,3.3678,-9.0062,3.4528,0.39266,-10.3,-0.2025,-3.2363,-9.4973,0.66249,1.1979,2.1657,1.2917,-0.15153,-5.864,5.045,-5.2906,-13.704,-1.1585,6
-3.2165,5.6823,-5.396,3.0462,3.3188,0.92441,1.2446,10.915,-3.3193,-8.0304,0.78225,-7.3262,1.8041,-9.5384,1.848,0.64521,0.24002,0.8397,3.4447,-8.9074,3.5708,0.31455,-10.217,0.34477,-3.2877,-9.1523,0.58763,0.91606,2.6644,1.0738,-0.90479,-5.0477,3.9975,-5.0358,-13.742,-0.73053,6
-3.3999,5.3223,-5.3747,3.3076,3.4744,0.97437,1.8342,10.967,-3.5918,-8.3797,0.50468,-7.2565,1.8907,-9.4494,2.0303,0.69945,0.27685,1.0051,3.5307,-8.5636,4.0362,0.076732,-10.102,-0.0065521,-3.4444,-9.0445,0.99681,1.0644,2.9019,1.053,-1.1939,-4.4177,5.3038,-5.289,-14.524,-0.20702,6
-3.6663,5.0884,-5.5305,3.2705,3.4632,1.1693,1.5999,10.411,-3.1631,-8.4002,0.3842,-7.5633,1.9778,-9.4857,1.8863,0.72473,0.21483,0.88247,3.406,-9.0507,3.0483,0.83516,-10.125,0.24629,-3.1585,-9.3167,1.1574,1.2497,2.6663,1.1628,0.014293,-4.647,5.4089,-5.337,-13.84,-1.0822,6
-3.7057,4.9961,-5.1742,3.506,3.6697,1.119,1.8289,10.619,-3.3984,-8.5175,-0.21395,-7.9087,2.1448,-9.4296,1.9097,0.69612,0.27467,0.90633,3.6822,-8.6052,3.8321,1.112,-10.202,0.36228,-3.1241,-9.0768,0.95588,1.4393,2.9327,1.0992,-0.27842,-4.7964,4.6545,-6.0705,-14.729,-0.7247,6
-3.4552,5.2909,-5.4532,3.0917,3.4951,0.60211,1.7185,11.66,-4.4405,-7.9876,0.83696,-7.1756,2.0357,-9.4332,2.1259,0.73906,0.24683,0.90487,3.7684,-8.6486,3.848,0.93952,-10.241,0.36892,-3.2501,-8.9688,0.7795,1.6798,3.1045,1.3907,3.2161,-5.2228,7.5525,-7.756,-17.251,-0.87844,6
-3.442,5.3188,-5.5044,3.0118,3.3337,0.81948,1.5641,10.749,-3.922,-7.8848,0.86198,-7.4245,1.9947,-9.4558,2.0213,0.60967,0.29531,0.85374,3.2099,-8.1679,4.0017,0.60986,-10.201,0.43237,-3.2379,-8.9123,1.0585,1.2666,3.1641,1.0849,-1.0514,-4.6991,4.2881,-5.795,-14.58,-0.34726,6
-4.8045,3.8362,-4.6635,3.3514,4.1513,2.2225,1.633,11.281,-0.12157,-9.8478,-1.6952,-7.6239,1.8273,-9.5541,1.7425,0.9004,0.3143,0.68161,4.1795,-8.8456,3.3922,0.36311,-10.634,0.35027,-3.6397,-8.6084,1.3857,1.3401,3.3781,1.3365,-0.57112,-3.7613,6.934,-7.1374,-16.089,-0.91037,6
-5.7651,2.7666,-4.0055,2.9968,3.7388,2.2548,0.44238,10.047,-0.82883,-9.8412,-1.8257,-7.7573,1.5267,-9.498,2.2425,0.7475,0.31588,0.7503,4.0749,-8.5646,3.9361,0.40198,-10.318,0.40834,-3.9019,-7.8766,1.1331,1.2539,2.7879,1.0349,-1.1861,-3.889,3.2478,-6.7098,-13.845,-0.74237,6
-5.2129,3.433,-3.9805,3.3837,4.2863,2.2717,1.3559,12.231,-0.29595,-9.6026,-1.2294,-7.6434,1.7614,-9.5569,1.8633,0.78952,0.25639,0.68446,3.6267,-8.8733,3.5814,0.41528,-10.192,0.42879,-3.6921,-8.2812,1.0626,1.5526,3.3891,1.1106,-0.17307,-3.0029,4.9165,-7.6105,-16.057,-1.0875,6
-4.9705,3.686,-4.1566,3.7615,4.4849,2.1809,1.7515,11.748,-0.797,-9.589,-1.2832,-7.7238,1.791,-9.5024,1.91,0.85068,0.2205,0.62962,4.3069,-8.887,3.1871,0.55367,-10.011,0.53591,-3.5658,-8.5175,1.5397,1.3325,3.5706,1.2469,0.54278,-2.3854,6.8412,-5.8424,-15.947,-0.74762,6
-4.6116,4.3066,-4.4604,3.7377,4.5076,2.1364,1.6805,11.907,-1.067,-9.6543,-1.2725,-7.8158,1.8587,-9.5449,1.8297,0.73871,0.24686,0.73773,3.7344,-8.9105,3.7711,1.0239,-10.063,0.33658,-3.4841,-9.4415,1.1714,1.3719,3.2734,1.3386,0.4547,-4.9171,6.6763,-6.282,-16.537,-0.94656,6
-4.53,4.2366,-4.5671,3.5028,4.4841,2.1248,1.5301,12.403,-0.97544,-9.7359,-1.6377,-7.5421,1.7939,-9.5523,1.7752,0.7709,0.33818,0.82864,3.8942,-8.4049,4.0642,0.54492,-10.486,-0.24312,-3.2145,-9.1146,1.2659,1.9174,3.6043,1.3265,5.1372,-3.2447,6.6684,-10.244,-17.425,-0.75179,6
-4.2714,4.5249,-4.7685,3.4043,4.2354,1.9985,1.7384,12.199,-1.0151,-9.1854,-1.1675,-7.9046,1.8577,-9.507,1.9126,0.7035,0.25867,0.79895,3.5561,-8.6621,3.7348,0.7985,-10.306,0.29865,-2.8631,-9.1594,0.92387,1.3176,3.4931,1.1294,0.98009,-3.2543,5.1139,-8.699,-15.127,-0.77072,6
-4.4258,4.3784,-4.5651,3.446,4.3857,2.0768,1.3439,11.36,-0.58272,-9.5745,-1.674,-7.6214,1.7388,-9.5358,1.8286,0.67528,0.27884,0.82949,3.5882,-8.9703,3.4776,0.54591,-10.483,-0.34901,-2.7352,-9.0249,1.2691,1.4461,3.6813,1.1821,4.9371,-3.6794,4.4335,-7.0126,-16.882,-0.40153,6
-3.9875,4.3946,-4.4723,3.9942,4.4466,2.2686,2.5004,12.035,-0.46303,-9.5546,-1.3547,-8.4404,1.8474,-9.5365,1.7534,0.66208,0.32327,0.67493,3.3603,-8.626,3.6461,0.7064,-10.441,0.32833,-3.2289,-8.8802,1.7106,1.3751,3.6568,1.6469,0.95074,-3.9953,5.8972,-6.1082,-16.097,-0.80115,6
-4.0188,3.8712,-4.7304,4.0946,4.5082,2.6659,2.798,11.869,-0.4637,-9.6846,-1.6735,-9.0137,2.0203,-9.494,1.7698,0.96008,0.31331,0.72936,4.3382,-8.6538,3.3537,0.79168,-10.571,0.25284,-3.7658,-8.8241,1.9999,1.3393,3.9456,2.044,-1.4804,-1.9935,8.4249,-7.8444,-16.662,-1.3464,6
-4.4213,3.7164,-4.7192,3.8331,4.296,2.73,2.3322,11.912,0.34976,-9.9311,-1.9081,-9.0055,1.7255,-9.5287,1.8523,0.79279,0.29621,0.85537,3.7024,-8.665,3.6113,0.6444,-10.41,-0.093069,-3.6421,-8.6884,1.5299,1.8726,4.2919,1.6175,4.9783,-2.3089,9.6026,-8.4923,-18.583,-0.7658,6
-4.8353,3.654,-4.1739,3.7195,4.7419,2.4744,1.7157,13.075,-0.15051,-9.554,-2.0232,-8.2649,1.7813,-9.545,1.9557,0.73654,0.3006,0.76643,3.616,-8.9497,3.9739,0.47968,-10.69,0.37893,-3.3794,-9.2399,0.85388,1.8389,3.7985,1.2122,6.1361,-4.2864,6.548,-11.616,-18.46,-1.1602,6
-4.9129,3.5337,-4.2932,3.6029,4.7712,2.1681,1.3519,11.654,-1.0127,-9.4681,-1.9911,-8.5497,1.8672,-9.5352,1.8314,0.73285,0.25821,0.57006,3.9128,-8.8671,3.0916,0.86348,-10.191,0.54033,-3.3189,-8.883,1.3237,1.5053,3.7122,1.6124,-0.14422,-3.8665,6.9793,-6.6337,-16.298,-1.4156,6
-7.1573,0.97146,-3.2531,2.1449,2.544,2.166,-2.4764,7.1542,-0.7021,-9.6229,-1.5612,-6.8945,1.4742,-9.5716,2.0174,0.25654,0.27107,0.59992,2.1919,-8.9288,3.9732,0.80305,-9.9707,1.3716,-4.9206,-6.6393,-0.20472,2.0916,1.3979,0.49572,-1.608,-4.6115,1.0077,-9.2009,-10.718,-1.3709,6
0.18884,5.4174,-6.8878,3.9708,1.496,1.1223,4.8577,7.182,-2.7697,-7.9143,1.2718,-8.1399,-1.2781,-9.6724,1.1618,0.27519,0.32563,1.2027,-0.48219,-8.6245,3.5115,-1.9858,-10.596,-0.75936,-1.2648,-10.078,0.63181,0.47763,1.5897,0.93718,-0.1207,-7.4887,2.6352,-2.4654,-12.406,-0.93055,6
-4.9701,2.8665,-4.9581,4.0281,2.3312,2.0378,4.275,7.0298,-1.8634,-9.2087,-0.76484,-8.0678,-1.511,-9.4476,2.1975,0.373,0.28081,0.65797,0.03266,-8.7912,3.4299,-2.6789,-10.584,-0.10781,-1.6831,-8.8796,1.1278,0.38832,0.90601,0.82626,-0.75583,-7.5503,2.6139,-2.6346,-12.059,-0.64049,6
-1.9112,3.9526,-5.7785,5.5786,2.5216,2.0261,5.4843,7.2901,-0.91143,-9.6555,-0.87133,-7.8259,-1.4339,-9.6073,1.4835,0.21032,0.29903,1.0116,-0.85312,-8.9441,2.7156,-1.8908,-10.819,-1.6999,-1.5973,-9.8861,0.44371,0.55582,1.3954,1.0713,0.22046,-7.8668,2.6571,-2.9916,-12.796,-1.0806,6
-1.2639,4.3928,-5.9551,5.2577,2.7208,2.3693,5.0813,7.279,-1.1546,-9.6692,-1.04,-8.4291,-1.3402,-9.6126,1.4842,0.2971,0.29925,1.0758,-0.65034,-9.0606,3.2352,-1.886,-10.409,-0.49276,-1.7721,-9.8438,1.2636,0.60987,1.7499,1.1359,-0.48919,-6.3799,3.63,-3.2366,-12.94,-0.6419,6
-6.132,2.3175,-4.5755,2.9656,2.0777,1.858,1.1298,5.979,-1.6108,-9.4699,-0.97517,-7.8071,-1.5195,-9.5048,2.059,0.22978,0.18561,0.39025,-0.89845,-8.9701,3.0678,-1.9907,-9.9941,1.384,-1.6146,-8.5572,1.3809,0.31995,0.77128,0.98728,-0.8196,-7.0733,3.086,-2.3433,-10.306,-0.60905,6
0.04391,5.1921,-6.9578,4.2548,1.5157,1.3468,5.0921,7.174,-2.9351,-8.1622,0.9238,-8.3437,-1.1916,-9.6815,1.1983,0.3098,0.31357,0.95756,-0.21637,-8.8717,2.5663,-1.8966,-11.049,-0.56914,-1.4498,-10.244,0.54448,0.36101,1.384,0.62778,-0.54828,-7.9905,1.8481,-2.5856,-12.765,-0.81649,6
-3.6255,3.2475,-5.1137,5.2874,2.5425,2.2861,5.0636,6.9078,-1.5886,-9.4161,-0.18816,-7.9935,-1.4262,-9.5485,1.703,0.35389,0.30706,1.2054,-0.44194,-8.8904,3.2678,-2.6058,-10.511,-1.0117,-1.5707,-9.2615,1.8316,0.48267,1.2671,0.87687,0.17873,-6.9988,3.2845,-2.6125,-13.096,-1.9166,6
-4.1953,3.0424,-4.9681,5.0229,2.7989,2.2784,5.1691,7.1208,-1.3547,-9.6683,-1.0857,-7.9381,-1.4716,-9.5756,1.5606,0.24714,0.23795,1.0182,-0.85077,-8.9745,2.7209,-2.0064,-10.632,-1.1144,-1.6263,-9.3736,1.2485,0.72672,1.3434,1.3896,1.1404,-7.8444,3.9323,-3.5054,-12.502,-1.4443,6
0.38706,5.4093,-6.9732,3.8478,1.2978,1.0418,5.4657,7.3899,-4.0668,-7.9915,1.5971,-8.4086,-1.0618,-9.6874,1.314,0.34642,0.29969,0.95004,-0.047155,-8.9156,3.2119,-1.94,-10.592,-0.55932,-1.2172,-10.07,0.80155,0.52641,1.7311,0.71386,-0.032217,-6.939,2.5258,-2.5791,-13.287,-0.75788,6
-4.995,2.5805,-4.6011,4.5015,2.776,2.3101,4.4651,7.3823,-1.0636,-9.9113,-1.4004,-8.0359,-1.5218,-9.5106,1.9433,0.31657,0.25297,0.62607,-0.60637,-9.0387,3.3165,-2.24,-10.568,0.024225,-1.4316,-8.9305,1.861,0.66003,1.3296,0.86278,0.22775,-6.2127,3.6736,-3.0093,-12.281,0.42538,6
-3.428,3.0558,-5.1527,5.4752,3.0537,2.6183,5.4402,7.165,-0.77324,-9.7153,-1.5561,-8.4913,-1.4378,-9.5717,1.673,0.27677,0.27307,0.93757,-0.67724,-8.9805,2.9952,-2.2035,-10.445,-0.38619,-1.1884,-9.7334,1.1329,0.64932,1.48,1.0571,0.35667,-8.0755,3.0863,-2.5779,-12.702,-0.86693,6
-0.68619,4.7392,-6.3319,4.8605,2.3994,2.0388,5.2266,7.0959,-1.009,-9.1487,-1.2484,-8.3692,-1.3186,-9.632,1.3685,0.31353,0.34635,1.1233,-0.64757,-8.5291,3.2332,-1.9725,-10.679,-0.93347,-0.90702,-10.033,1.1895,0.58515,1.7401,1.1117,0.1434,-7.058,3.6292,-2.3676,-12.682,-0.59813,6
-7.277,1.5311,-3.5326,2.2451,2.1752,2.1722,-2.0591,5.4788,-0.37327,-9.7879,-1.6588,-7.6081,-1.5806,-9.5292,1.9456,0.16652,0.2202,0.30149,-1.1392,-8.7534,2.8705,-1.9984,-9.9731,1.3608,-1.533,-8.4624,1.9361,0.51442,0.68828,1.0456,-0.19257,-6.7111,3.996,-2.5639,-9.8694,-0.18776,6
-0.62575,5.0001,-6.4834,4.8991,2.2402,1.4934,5.4108,7.7441,-2.3846,-10.01,-0.5308,-7.9356,-1.2624,-9.6616,1.3144,0.30036,0.2392,0.84234,-0.61629,-9.0716,2.7326,-1.9171,-10.455,-0.41265,-0.95388,-10.175,0.63863,0.53065,1.6331,0.70887,0.2983,-7.5331,2.2882,-2.6063,-13.455,-0.71477,6
-2.5356,3.1635,-5.1081,5.8629,3.0778,2.8275,6.0592,6.6366,-0.52295,-9.7121,-1.6959,-8.1438,-1.4597,-9.5254,1.8471,0.31998,0.38732,1.0767,-0.74102,-8.4738,3.9105,-1.958,-10.837,-0.61428,-1.124,-9.6424,1.5159,0.61954,1.6055,1.1854,0.0041669,-6.7412,3.553,-2.5084,-12.798,-0.7753,6
-5.558,2.0552,-4.1901,4.3802,2.3864,2.6094,4.3052,6.1827,-0.5494,-9.663,-1.2789,-8.3488,-1.5795,-9.532,1.8719,0.22071,0.19286,0.46638,-0.97892,-8.7868,2.6537,-2.0092,-9.9938,0.12012,-1.5021,-8.9683,1.5841,0.51031,1.1579,1.3927,-0.4309,-7.1338,3.609,-2.3705,-12.586,-1.0865,6
-0.42624,5.4228,-6.5935,4.276,1.8832,1.2129,5.0459,8.2189,-3.1753,-8.2103,0.15758,-8.0147,-1.2455,-9.6609,1.4965,0.32394,0.23734,0.76058,-0.62547,-8.834,2.9267,-2.0625,-10.305,-0.22339,-0.74861,-10.028,0.61329,0.60594,2.0152,0.77339,1.3963,-5.7867,2.2387,-1.8143,-14.039,-1.0112,6
-2.8072,3.4219,-5.019,5.7365,3.3095,2.3478,5.153,7.4192,-1.5539,-9.7833,-1.6368,-8.0591,-1.4379,-9.5912,1.6015,0.34743,0.30454,0.85038,-0.67898,-8.5796,3.5013,-2.5713,-10.286,-0.12562,-0.9398,-9.6564,1.2711,0.68926,1.8015,1.314,1.1899,-5.8663,3.7438,-2.5628,-12.837,-2.7718,6
-5.8402,2.1643,-3.8279,4.2538,2.8197,2.4817,4.3856,7.1136,-0.20035,-9.9253,-1.5836,-7.8866,-1.5034,-9.5788,1.7672,0.21573,0.13887,0.27617,-0.88279,-9.2883,2.2095,-1.9494,-9.9421,0.79811,-0.89135,-9.1108,1.2746,1.1388,1.1778,1.6647,2.7964,-6.8714,3.676,-2.8546,-12.749,-1.9279,6
-0.53312,5.4292,-6.4937,4.3641,1.8932,1.1986,5.5057,8.0374,-2.8721,-8.1216,0.71939,-8.0329,-1.2855,-9.661,1.3236,0.30924,0.28685,0.78135,-0.56516,-8.8213,2.7429,-1.9922,-10.596,-0.47583,-0.97265,-10.032,0.30169,0.55015,2.0851,0.96157,0.29414,-6.3766,2.6903,-2.9826,-14.291,-2.0977,6
-5.3196,1.8254,-3.6256,5.0556,3.3507,2.821,5.3756,7.3799,-0.15843,-9.9044,-2.0759,-8.2345,-1.5317,-9.5743,1.8555,0.24055,0.23196,0.5693,-0.63583,-8.862,3.3233,-1.9598,-10.196,-0.12202,-1.2809,-9.0332,1.8354,0.62127,1.2972,1.3955,0.056532,-6.921,3.789,-2.3742,-12.652,-0.75221,6
-3.6808,2.8843,-4.4347,5.7573,3.4412,2.7393,5.8236,7.4038,-0.16075,-9.7469,-2.0508,-7.7311,-1.4924,-9.6242,1.4346,0.22915,0.20475,0.6765,-0.91908,-9.1056,2.3874,-2.0178,-10.313,-0.23078,-1.0387,-9.714,1.0719,0.72935,1.6801,1.7811,0.57367,-7.5496,4.3101,-3.1338,-13.044,-2.209,6
-0.17102,4.9858,-5.9509,5.0802,2.6242,1.9166,5.7135,7.9496,-0.80759,-9.3203,-1.84,-8.0222,-1.4127,-9.6074,1.4956,0.274,0.31932,1.0394,-0.66918,-8.7492,3.3958,-2.1232,-10.297,-0.22776,-0.96417,-10.072,0.8527,0.54254,1.7544,1.2587,0.60705,-6.426,3.4834,-2.512,-12.625,-0.98799,6
-7.7241,0.87691,-3.1696,2.021,2.2744,2.0405,-1.957,5.4739,-0.53659,-9.8213,-2.299,-7.4547,-1.6182,-9.4353,2.2506,0.15734,0.18016,0.38523,-1.2739,-8.8583,3.2894,-2.0098,-9.8135,1.5489,-1.5089,-8.4808,2.361,0.39873,0.55992,0.91122,-0.55167,-7.2772,3.6805,-2.6032,-9.8572,-0.094214,6
-0.33033,5.4597,-6.5623,4.359,1.8074,1.1322,5.3367,7.7954,-3.0503,-8.6597,0.66166,-7.6262,-1.2981,-9.627,1.512,0.27046,0.28431,0.87395,-0.30392,-8.9322,3.0069,-1.86,-10.138,-0.16216,-0.81969,-10.157,0.64992,0.43531,1.5997,0.73176,0.4459,-7.4752,2.4058,-1.523,-13.261,-0.6058,6
-4.0494,3.1187,-4.4864,5.4489,3.1711,2.2943,5.0765,8.1029,-1.0371,-9.9561,-1.0103,-7.6798,-1.433,-9.5732,1.7907,0.34064,0.24357,0.7519,-0.52814,-9.1307,2.9247,-2.3345,-10.392,-0.35022,-1.2019,-9.3999,1.746,0.6647,1.3756,1.0128,0.21077,-7.4149,4.0439,-2.9759,-12.909,-0.026347,6
-5.088,2.3231,-4.0934,4.919,3.5422,2.4699,5.0372,8.5686,-0.76622,-9.5759,-1.9583,-7.3237,-1.5098,-9.554,1.7645,0.30283,0.22945,0.59454,-0.68175,-9.0565,2.7685,-1.9993,-10.49,-0.32855,-1.281,-9.3846,1.6789,0.68987,1.5818,1.469,0.68733,-7.6916,3.6261,-2.7972,-13.43,-0.96932,6
0.056229,5.5615,-6.4521,4.2518,1.9407,1.0946,5.5004,7.9889,-2.6186,-8.3867,0.14434,-7.7937,-1.355,-9.6068,1.4591,0.25246,0.28022,1.0102,-0.57869,-8.9659,3.213,-2.0567,-10.315,-0.33947,-0.86341,-10.044,0.24588,1.1884,1.8855,1.3426,6.33,-7.0519,2.8317,-4.0055,-13.65,-4.0638,6
-5.793,2.3145,-4.1814,4.0619,2.7821,2.1167,3.3804,7.2419,-1.3514,-10.085,-1.3313,-8.046,-1.5111,-9.579,1.739,0.23589,0.1582,0.30343,-0.8132,-9.1363,2.6535,-1.9779,-9.9856,0.98697,-0.57027,-9.0433,1.4712,1.6526,1.1207,2.0003,5.656,-7.3239,9.095,-5.5518,-12.483,-7.9993,6
-3.3472,3.5977,-4.8915,5.372,3.5459,2.3385,4.3243,8.2168,-0.91121,-9.7395,-1.5821,-7.3074,-1.572,-9.644,1.4709,0.17081,0.18029,0.4831,-1.0781,-9.2884,2.3121,-2.0156,-10.658,0.17563,-0.41913,-9.9432,0.97169,0.77162,1.7832,1.386,1.3835,-7.181,3.7491,-2.5057,-13.961,-1.4212,6
